Keyword,Score,NScore
learn,14.501518257560502,0.9999999999999999
technique,12.370330610567198,0.8245098976779778
include,11.382935795409251,0.7432040504951808
cover,11.364303168690384,0.7416697690938996
focus,10.203317742569334,0.646069810304818
develop,8.852270369858916,0.5348194274427801
concept,8.812360415963848,0.531533089938622
apply,8.72311123634674,0.5241839727995192
explore,8.181903911348364,0.47961890178130706
project,8.10165702462667,0.47301106770265067
topic,7.228924231386677,0.4011469278172941
study,7.073720578350759,0.38836686830894884
application,6.708884164490259,0.3583248493954543
skill,6.687221546129313,0.35654106694997667
analysis,6.570623357548389,0.34693992832030396
art,6.513551206396611,0.3422403901733493
design,6.018581783686393,0.30148272401465404
management,6.00276883747948,0.300180625838654
practical,5.956660431764741,0.29638388421986667
advanced,5.925494443287712,0.29381755810845317
fundamental,5.578018403961237,0.2652050585090476
theory,5.389571611687743,0.2496876323898654
provide,5.288235586541873,0.24134323838643507
introduce,5.157276719667985,0.23055958684824324
principle,5.13601434230726,0.22880876177007275
business,5.083053861746159,0.2244477942288977
problem,4.650294388339344,0.18881273207182758
work,4.106489761013729,0.1440337892944527
basic,4.050335047744509,0.139409796474589
tool,3.790821594287817,0.11804047098825404
create,3.594079678355929,0.10183999281514355
real,3.5756401928806567,0.10032161539897078
system,3.4668136924252253,0.09136042714921022
field,3.450209670033729,0.08999318874927315
space,3.402946985522694,0.0861013994211225
use,3.249260154676406,0.07344624082501638
process,3.213381596608853,0.07049186379710692
different,3.1106849987608443,0.06203543505893527
artistic,3.10810117176842,0.06182267291012933
educational,2.921539184305615,0.04646044879277533
address,2.881341080598634,0.04315038393638329
learning,2.866739011759478,0.04194799401153934
creation,2.83486643641154,0.03932348484784973
development,2.809956473458122,0.03727230368897788
practice,2.7647079913685206,0.03354637145442166
structure,2.756863508520951,0.0329004268800312
area,2.755759493391225,0.03280951807228072
teach,2.716383699963626,0.02956716537407092
complex,2.7084228500165097,0.028911638689801372
environment,2.6659823972195085,0.02541693027477926
mathematic,2.6653647202905235,0.025366068405519443
production,2.6640657099937823,0.02525910295354991
plan,2.661774555882739,0.025070440603733007
teaching,2.636526807015344,0.022991444867064392
solve,2.626814073752904,0.022191661442804822
emphasis,2.6267763723686337,0.02218855696732952
presentation,2.593128475348381,0.019417861060126995
critical,2.587708634498485,0.01897157073620398
improve,2.5802038399091547,0.018353597385877274
strategy,2.579060867251384,0.01825948066699218
decision,2.5751641284332685,0.017938608361412672
planning,2.510905134394514,0.012647278217452484
allow,2.472104535399686,0.009452289218072535
programming,2.45268979299342,0.007853605434296806
knowledge,2.4252300959493205,0.0055924694659088
hand,2.40305151281056,0.0037662005168232204
current,2.3765244892834323,0.0015818644356518086
social,2.3573140044761867,0.0
