Keyword,Score,NScore
estudiant,11.87873802535426,1.0
incluir,11.221197958337545,0.9303475675807258
tecnica,10.70748615168484,0.8759306906621804
aprenderar,9.94374993359959,0.7950290270454099
concepto,8.809600917311947,0.6748899789889617
cubrir,8.78171512988795,0.6719360708981277
explorar,7.966245100147283,0.585554306522678
proyecto,7.823519746623634,0.5704355806236976
tema,7.800019664879294,0.5679462450871249
desarrollar,7.70503188907148,0.5578843036679069
aplicacion,6.920868675696087,0.47481883288508686
habilidad,6.2629385545162215,0.40512508249508894
analisis,5.883616564809788,0.3649439580610393
avanzado,5.860633304979697,0.362509368851361
aplicar,5.845011967079268,0.36085461922166184
enfocar,5.645675391482172,0.33973913431522895
practico,5.458103042904319,0.31986981989866536
gestion,5.438832943541938,0.31782856133378334
teoria,5.234808020458317,0.2962164453886599
arte,5.04623197949803,0.2762408110391461
abordar,4.804544834601339,0.2506391810078371
principio,4.766370713097589,0.2465954420000095
problema,4.670550618970752,0.23644533409729468
introducir,4.447834353458222,0.212853266616652
proporcionar,4.100193507263798,0.17602808780192758
practica,4.086676762215428,0.17459627517447562
fundamental,4.015438688063114,0.1670501112302985
creacion,3.9290919652965512,0.15790350621897087
desarrollo,3.913143716521528,0.156214127311541
herramienta,3.820596223665423,0.1464106821451049
sistema,3.718140051640903,0.13555762245209912
diseno,3.584733895656204,0.12142606799611311
estudiar,3.5754573932469698,0.12044341919711604
real,3.5699877892686698,0.11986403059318318
estudio,3.510539210405486,0.11356671377646588
aprendizaje,3.5080449509397726,0.11330249985614926
estudiantes,3.480192882923467,0.11035216362181988
espacio,3.40217923302353,0.10208827104704526
dato,3.3983439324827347,0.1016820022504723
tambien,3.379247552818516,0.0996591456053259
empresarial,3.3206202853918443,0.0934488293262129
analizar,3.1158455491876618,0.07175728657453151
artistico,3.0812216533823378,0.06808961872637431
laboratorio,3.058682416203773,0.06570206430480918
mas,3.046051977148432,0.06436413701055421
enfoque,3.04518873431387,0.06427269473013392
presentacion,2.976988173011259,0.05704829088712687
trabajar,2.9629524091175883,0.05556149921450326
mejorar,2.954467625320719,0.05466271622066243
entorno,2.9442026207005965,0.053575356565409016
campo,2.937725246606408,0.052889216079101076
planificacion,2.9182757912986586,0.0508289585535619
uso,2.880261475061767,0.04680214752641321
educativo,2.8221150691651684,0.04064276833373265
diferente,2.798985817948963,0.03819271443123151
diverso,2.764105557433335,0.03449789017610411
produccion,2.718593767631679,0.029676880746484835
area,2.714817745422387,0.029276891232629554
complejo,2.686794475184014,0.02630841975179471
aplicado,2.657945391252561,0.023252470814705217
programacion,2.639967951115499,0.02134814209463287
aprender,2.6278148603804232,0.020060779736699674
estrategia,2.612902273029933,0.018481107204592007
matematica,2.6097984751972065,0.01815232561449376
decision,2.591815018859429,0.016247359605479184
estructura,2.5798878670979426,0.014983930692636593
practicar,2.56298694829718,0.01319363658944267
caso,2.438435021165692,0.0
