Keyword,Score,NScore
tecnica,6.307630912970826,1.0
incluir,5.966078807253488,0.9153173512563757
concepto,5.562828564139949,0.815337587929648
proyecto,5.509634343579724,0.8021488901600013
aprenderar,5.489718654246762,0.7972110979577596
cubrir,5.32452764237169,0.7562544995352702
tema,4.912047593929414,0.653986346385901
desarrollar,4.81925248543259,0.6309792108817611
explorar,4.803130855801368,0.6269820980653482
aplicacion,4.728285879987856,0.6084254248932439
arte,4.363775522325303,0.518050626832721
analisis,4.355495149688678,0.5159976344028223
avanzado,4.311914126532111,0.5051923826884337
habilidad,4.279285963646212,0.49710272605752714
enfocar,4.191775536681722,0.4754058469459945
gestion,4.040578800554072,0.4379189163068482
aplicar,4.031400070221471,0.4356431897525187
practico,4.024766751046504,0.4339985591726008
teoria,3.900012873526896,0.403067733062745
problema,3.525580672639748,0.310232964910944
introducir,3.516066942002386,0.30787418012724854
principio,3.478684003364165,0.29860564918068544
abordar,3.3281539164685543,0.2612840040772071
fundamental,3.2533494771350395,0.24273738130865585
sistema,3.2458109092126404,0.24086830807292892
creacion,3.241155274813559,0.2397140143476183
proporcionar,3.233275608131477,0.2377603708634004
desarrollo,3.147963238797591,0.21660846670337552
artistico,3.1036999967258923,0.20563406918725036
diseno,3.0864751066809264,0.20136341973462324
dato,3.071466361515559,0.19764222969173928
practica,3.054196577827102,0.19336044954315412
empresarial,3.045745519368392,0.19126513816023138
real,3.0323261128913117,0.18793800046725828
espacio,3.023341199439204,0.18571032786000352
herramienta,3.0174225750854418,0.1842428949886925
aprendizaje,2.9956704105076413,0.17884977668691326
mas,2.8069973508175545,0.13207116172986488
estudiantes,2.801009006278,0.13058644279910647
estudio,2.7745607273728985,0.12402899438961656
laboratorio,2.7694730542870767,0.1227675832443268
programacion,2.6964082447865407,0.10465227522870524
estudiar,2.6897087671422883,0.10299124166276519
tambien,2.625779071786503,0.08714084623120788
educativo,2.6086172170559183,0.08288582542585543
enfoque,2.601346033203009,0.08108304600257243
presentacion,2.586277675107832,0.07734707584060518
produccion,2.561917104060928,0.07130724283525325
analizar,2.5460187249529302,0.06736548158987021
planificacion,2.542364457759556,0.06645946162989391
trabajar,2.541645417315483,0.06628118649020465
entorno,2.518305583144061,0.060494429665145955
mejorar,2.508804674277536,0.058138823844478216
complejo,2.502576970681289,0.05659475947686787
campo,2.47432813662383,0.04959089080833601
decision,2.461321687207151,0.04636613953637103
uso,2.442398730120221,0.04167448019257147
matematica,2.4200157037704937,0.03612494931144172
area,2.40458461114534,0.032299044640873964
diverso,2.401807112871429,0.03161040619661182
estructura,2.400928039899585,0.03139245342616026
diferente,2.357673451218768,0.020668136174142093
estrategia,2.308208078686325,0.008403949547800549
aplicado,2.304980602312106,0.007603745878868917
social,2.296019575871508,0.00538199569273623
evaluacion,2.2822775912234423,0.0019748796494948317
practicar,2.274312272320093,0.0
