Keyword,Score,NScore
tecnica,5.950284790398336,0.9999999999999999
incluir,5.854154446596116,0.9744657934425268
aprenderar,5.839435024796045,0.9705560107268544
cubrir,5.682758310114025,0.9289394364257376
concepto,5.354417178519008,0.8417252442793869
tema,5.079610164298904,0.768730820385768
explorar,4.983586958466017,0.7432250718877472
desarrollar,4.928916503051495,0.7287034687608759
aplicacion,4.839198957508886,0.7048726339889987
proyecto,4.666765570917216,0.6590707619006705
habilidad,4.4054512623067055,0.5896602795433824
enfocar,4.335314947074377,0.5710306243326727
aplicar,4.310456104577777,0.5644276018739806
avanzado,4.152484116154496,0.522466976090786
practico,4.114222610204731,0.5123039291538966
gestion,3.9439976082127832,0.46708864966783403
problema,3.797893872373774,0.42828047711612427
analisis,3.78750661844274,0.42552140774271574
principio,3.76249476927891,0.41887774355019414
introducir,3.688179832386893,0.39913816004459024
arte,3.6525521875368536,0.38967472106398204
teoria,3.6181550790998296,0.3805381379927948
abordar,3.5856456185618155,0.37190295322577127
fundamental,3.4822065910732003,0.3444274091932591
creacion,3.3834629881674383,0.31819906699558353
proporcionar,3.309652153577733,0.2985933834824712
herramienta,3.3087667015369577,0.2983581891160346
practica,3.1465600667696143,0.2552727537236119
real,3.0015637314440973,0.21675872964089693
estudiantes,2.955186441642172,0.20443996274025467
estudiar,2.9504863985553755,0.20319153413529523
desarrollo,2.927601142003168,0.19711273690216458
estudio,2.884553654037511,0.18567843420418517
tambien,2.837602066656413,0.17320712199441313
laboratorio,2.8194614469163186,0.16838859838154485
trabajar,2.738180737345455,0.14679876165329553
planificacion,2.731515697149816,0.14502838919504812
artistico,2.7260970871678816,0.14358909436824752
empresarial,2.710159563265788,0.13935575855320048
uso,2.6962583559790376,0.13566331052671232
enfoque,2.667484700132873,0.12802043271384178
espacio,2.649002519716174,0.12311118352439299
analizar,2.645326862133404,0.12213485288579584
entorno,2.5800985676087205,0.10480886943553702
mejorar,2.571339107701364,0.10248217580520402
practicar,2.557303940536148,0.09875414526572512
presentacion,2.5498816142854235,0.09678262197633702
diverso,2.528358603807485,0.09106566546140937
sistema,2.5266554372373498,0.09061326921186419
mas,2.522776860319496,0.08958303900304188
diferente,2.5153493175519657,0.08761013009895235
area,2.5130105043066493,0.0869888929521454
aprendizaje,2.501422508705472,0.083910881768951
aplicado,2.4902923340960053,0.08095447730540739
campo,2.483582721873571,0.079172265595433
produccion,2.4580524933952104,0.07239090914083468
complejo,2.442292192611007,0.06820464744952404
diseno,2.442288489018884,0.06820366369889419
aprender,2.4048353806577607,0.0582553438730552
estructura,2.394798927208357,0.05558945435945062
decision,2.3666607796076544,0.04811538067404675
dato,2.3144425389962904,0.034245136492025985
caso,2.2835971991220685,0.02605197657465086
crear,2.281990603733871,0.02562523162738506
basico,2.245296956751484,0.01587864044361742
ingenieria,2.194011717933916,0.002256220825402444
disenar,2.1855175717323694,0.0
