Keyword,Score,NScore
tecnica,6.032971017246341,0.9999999999999999
estudiant,5.805655821163145,0.9406841644044889
incluir,5.667032465359855,0.9045116588958092
concepto,5.32207457427358,0.8144980306491566
proyecto,5.303469047898071,0.8096430875451605
aprenderar,5.20431932809392,0.7837708687908472
cubrir,5.072411289113795,0.7493506642084499
tema,4.699672876814929,0.6520879612963245
desarrollar,4.60037176468752,0.6261762380904329
explorar,4.56081570225532,0.6158544429070812
aplicacion,4.5230210912098485,0.6059922824629155
arte,4.22991827385868,0.5295097646807781
analisis,4.1678077970028165,0.5133025999270727
avanzado,4.148120576902328,0.5081653986711311
habilidad,4.1094824074089535,0.49808311931246607
enfocar,4.021268110289816,0.4750643997756635
gestion,3.878233709557176,0.4377408721604902
practico,3.8775151241083616,0.43755336381490817
aplicar,3.869118886844309,0.4353624419682526
teoria,3.721389475563525,0.3968137939977687
problema,3.3945489452718287,0.311527726481031
introducir,3.376053557162306,0.3067015229571006
principio,3.30992277950072,0.2894452972266295
abordar,3.162373203758798,0.25094357570647174
sistema,3.135364683853084,0.24389594776953838
fundamental,3.1317771244557657,0.24295980673247997
creacion,3.120956410284585,0.24013623965969677
proporcionar,3.1039832600274027,0.23570725027605488
artistico,3.041908600395711,0.21950943170165071
desarrollo,3.022227011543273,0.21437369986873622
dato,2.9685926979501542,0.2003783129250355
diseno,2.956339550080341,0.19718096529013596
real,2.941207756375108,0.19323246117272408
empresarial,2.9408975100649624,0.1931515052162205
practica,2.919412333327883,0.18754514350773765
espacio,2.9163250844863167,0.18673955396562114
herramienta,2.8931839592373,0.18070108753479164
aprendizaje,2.8898077049922364,0.1798200846578193
mas,2.7254945647447357,0.13694406325212405
estudiantes,2.701114809205955,0.13058238749830509
laboratorio,2.672538379901563,0.12312562784592485
estudio,2.6679969486999826,0.121940582626059
programacion,2.6440843275383816,0.11570080134474015
estudiar,2.557618607797567,0.09313835719157137
educativo,2.532617022030083,0.0866144204879804
tambien,2.5194092241570285,0.08316796560631856
enfoque,2.502613026088497,0.07878515028895616
produccion,2.494235287795216,0.07659905558068769
presentacion,2.4936255945024906,0.07643996165411304
planificacion,2.4554094718809627,0.06646781159298465
trabajar,2.453554930878988,0.06598388596428184
analizar,2.444881838150185,0.06372072119892214
complejo,2.430741777593272,0.060031000838135284
entorno,2.4235221483317555,0.058147104161997976
mejorar,2.4137919946915103,0.05560810895363266
campo,2.386278530119655,0.048428720292745364
decision,2.3856229581694923,0.04825765474725208
uso,2.3500128865414536,0.03896553002075531
matematica,2.342413646177395,0.036982577275614936
diverso,2.3283907851122,0.03332343905760793
area,2.323465733245459,0.03203829150979487
estructura,2.316589735616599,0.030244062386813986
diferente,2.2648917610320205,0.01675394551861542
social,2.240394813670864,0.010361689623261783
aplicado,2.220475130362939,0.005163829204924197
estrategia,2.2199954828587734,0.005038669545600394
evaluacion,2.217086867729944,0.004279692848199512
practicar,2.2006858643689133,0.0
